R,p,N,simge1,lattice1,a1,r1,simge2,lattice2,a2,r2,simge2,lattice3,a3,r3,simge4,lattice4,a4,r4,simge5,lattice5,a5,r5
40,50,2,Al,fcc,2.1,10,Cu,bcc,2.3,11
40,50,3,Al,fcc,2.1,10,Cu,bcc,2.3,11
